name;description;long;lat;idquartier;largeur;longueur;adresse
kml_26;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>166</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Georges Travers (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.67160483099768;48.1363618380035;;3.3;4.4;au n°20  en face du n° 27  -  Georges Travers (square)
kml_260;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>574</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Lavais (allée du)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N° 7";-1.64171995693668;48.092707581265;;3.5;5;au N° 7  -  Lavais (allée du)
kml_261;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>575</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Lavais (allée du)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N° 1";-1.64200121425534;48.0925695258275;;2;6;au N° 15  -  Lavais (allée du)
kml_262;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>570</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Louis Pétri (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>proche ";-1.639981477977;48.0939914847874;;4;5.5;proche  N°16 côté nord-Est  -  Louis Pétri (rue)
kml_263;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>360</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Arthur Fontaine (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>à d";-1.64629248737735;48.1052797731187;;2;5;à droite du n° 30  -  Arthur Fontaine (rue)
kml_264;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>571</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Louis Pétri (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>proche ";-1.64006251009734;48.0939344263881;;4;5.5;proche  N°14 côté Sud-Est  -  Louis Pétri (rue)
kml_265;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>363</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Docteur Fernand Jacq (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th>";-1.65413807794364;48.0937222435196;;3;3.5;au n° 4  -  Docteur Fernand Jacq (square)
kml_266;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>499</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Docteur Ferrand (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>pro";-1.65637288266369;48.0945516241315;;2;5;proche du n° 42  -  Docteur Ferrand (rue)
kml_267;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>726</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Finlande (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N°";-1.6526568888061;48.0918117192937;;2.5;5;au N°2  -  Finlande (allée de)
kml_268;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>589</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Finlande (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N°";-1.65199874734601;48.0918027738255;;2.5;5;au N° 8 (entre le 6 et le 8)  -  Finlande (allée de)
kml_269;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>399</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Finlande (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>entre";-1.65087073497021;48.0916205396403;;2.5;5;entre le n° 16 et le n°18  -  Finlande (allée de)
kml_27;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>167</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Georges Travers (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.67150643040495;48.1361113685502;;3.3;4.4;à proximité du n° 5  -  Georges Travers (square)
kml_270;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>727</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Finlande (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.65011258116428;48.0916438785235;;2.5;5;au n° 24  -  Finlande (allée de)
kml_271;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>725</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Francisco Ferrer (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>co";-1.65498236341118;48.0963360671245;;3.3;5.5;coté groupe scoalire carle Bahon  -  Francisco Ferrer (rue)
kml_272;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>143</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Francisco-Ferrer (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>à ";-1.6549676622915;48.0964278931048;;2;5.5;à proximité de l'école Maternelle Carle Bahon  -  Francisco-Ferrer (rue)
kml_273;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>122</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Albert Martin (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.66694931981913;48.1017809194228;;1.6;5.4;au n°8 rue Albert Martin  -  Albert Martin (rue)
kml_274;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>502</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Ange Blaize (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>proche ";-1.68158919872681;48.0998547325373;;1.9;5.5;proche n° 46  -  Ange Blaize (rue)
kml_275;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>265</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Ange Blaize (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n° 8";-1.68507036303115;48.0996138416425;;1.9;6.5;au n° 8  face au n°5  -  Ange Blaize (rue)
kml_276;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>638</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Ange Blaize (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au droi";-1.68284891913707;48.099755887636;;1.9;5;au droit du n°30  -  Ange Blaize (rue)
kml_277;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>668</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Bigot de Préameneu (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.6676932322714;48.0956546989042;;2.9;5.5;à coté du n°59  -  Bigot de Préameneu (rue)
kml_278;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>5762</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Bir-Hakeim (place)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>devan";-1.66724325117611;48.0925762442202;;3.3;4.5;devant la maison de quartier  -  Bir-Hakeim (place)
kml_279;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>763</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Champ de l'Orme (rue du)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.67587842029849;48.0956903633305;;2;5.5;au n°25  -  Champ de l'Orme (rue du)
kml_28;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>366</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Octave Mirbeau (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n";-1.66250935260408;48.0960474932745;;1.9;4;au n° 23  -  Octave Mirbeau (rue)
kml_280;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>497</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Combes (boulevard)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.67056849115798;48.0936442020151;;1.9;5;au n° 3  -  Emile Combes (boulevard)
kml_281;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>769</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Combes (Boulevard)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.66527219660303;48.0943961891505;;3;4.8;au n°56  -  Emile Combes (Boulevard)
kml_282;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>771</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Eugène Deprez (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.66656002136932;48.0910840122897;;3;4.5;au n°12  -  Eugène Deprez (rue)
kml_283;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>666</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>François Elleviou (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>d";-1.68843632979938;48.0991625429039;;2;5;devant le n°14  -  François Elleviou (rue)
kml_284;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>141</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Gaëtan Hervé (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>derriè";-1.66550199968204;48.0909362997076;;3.3;4.5;derrière le n°28 du boulevard Oscar Leroux  -  Gaëtan Hervé (rue)
kml_285;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>112</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Georges Pompidou (boulevard)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> ";-1.68523482016028;48.1008868176922;;2.8;6;au n° 127angle rue Louis Tiercelin  -  Georges Pompidou (boulevard)
kml_286;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>701</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Goupillais (allée de la)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.67320993179172;48.0900202039229;;2.2;5.3;A gauche de l'entrée des Télécoms  -  Goupillais (allée de la)
kml_287;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>762</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Hector Berlioz (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n";-1.68027800697939;48.1007119494815;;1.9;5.5;au n°12  -  Hector Berlioz (rue)
kml_288;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>639</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Jacques Cartier (boulevard)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <";-1.68427534542993;48.0969264219288;;2;5;au droit du n°56  face au n° 57  -  Jacques Cartier (boulevard)
kml_289;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>494</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Jacques Cartier (boulevard)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <";-1.67227519759433;48.0977220048858;;1.9;8;devant le n° 110  -  Jacques Cartier (boulevard)
kml_29;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>510</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Paix (rue de la)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n° 5<";-1.68538950740471;48.1001050951095;;2;5;au n° 5  -  Paix (rue de la)
kml_290;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>142</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Jean Jouvenet (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>Angle";-1.68918466424632;48.0964519530753;;3.5;5;Angle rue Jean jouvenet-rue de Nantes (sur parking)  -  Jean Jouvenet (rue)
kml_291;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>359</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Arthur Fontaine (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>à g";-1.64610172800861;48.1052896563812;;2;5;à gauche du n° 30  -  Arthur Fontaine (rue)
kml_292;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>578</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Le Dantec (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N° 39<";-1.65166064512757;48.0987379779389;;1.8;5;au N° 39  -  Le Dantec (rue)
kml_293;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>501</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Léon Bourgeois (boulevard)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <t";-1.65216978087915;48.0995659358168;;2.8;8;devant le n° 33  -  Léon Bourgeois (boulevard)
kml_294;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>568</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Louis Pétri (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>proche ";-1.64016334408207;48.0939981816306;;4;5.5;proche  N°14 côté sud-ouest  -  Louis Pétri (rue)
kml_295;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>573</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Louis Pétri (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N°18";-1.63923653695219;48.0944955870543;;4;5.5;au N°18  -  Louis Pétri (rue)
kml_296;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>345</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Brno (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>à proximi";-1.66107046559834;48.1278151490678;;3.3;5;à proximité du n° 10 au sud  -  Brno (allée de)
kml_297;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>339</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Cancale (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>face a";-1.65361857590837;48.1364994796518;;2.5;7;face au n° 5  -  Cancale (allée de)
kml_298;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>340</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Cancale (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>face a";-1.65417806466559;48.1365616167755;;3.3;6;face au n° 6  -  Cancale (allée de)
kml_299;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>521</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Cardinal Charost (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>de";-1.66411643689318;48.1257004884962;;3;4.5;derrière le  n° 3 Boulevard Emmanuel Mounier  -  Cardinal Charost (rue)
kml_3;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>481</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Président John Fitzgerald Kennedy (cours)</td> </tr><tr bgcolor=""#E3E3F3""> <th>";-1.70734442931925;48.1214257536467;;3;5;au n° 14  -  Président John Fitzgerald Kennedy (cours)
kml_30;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>562</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Pierre Martin (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>Face ";-1.66488526048079;48.1021422607793;;3.4;4.5;Face au 10Bis  parking gymnase Albert de Mun  -  Pierre Martin (rue)
kml_300;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>523</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Cardinal Charost (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au";-1.66470771439108;48.1262915061136;;3.3;4.8;au n° 5  -  Cardinal Charost (rue)
kml_301;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>172</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Charles-Maire Widor (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td";-1.65896404770744;48.1243142713393;;3.3;5.5;"coté sud  en coté du ""square du bonheur""  -  Charles-Maire Widor (rue)"
kml_302;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>152</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Combourg (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au dr";-1.65443236067751;48.1362841742357;;2.5;5.6;au droit du n° 6  -  Combourg (allée de)
kml_303;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>203</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Combourg (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>entre";-1.65432378889572;48.1358596322573;;3.3;5.5;entre le  n° 2 et le n°4  -  Combourg (allée de)
kml_304;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>462</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Croix Herpin (rue de la)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.66113942425452;48.1401292220696;;2.5;4.5;devant le N° 35 du square du grand Placis  -  Croix Herpin (rue de la)
kml_305;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>243</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Croix Herpin (rue de la)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.658897187177;48.1388466233006;;2.8;5;sur parking nord-est  -  Croix Herpin (rue de la)
kml_306;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>322</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Bernard (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.6653287070421;48.137728392939;;2.5;5;au n° 8 derrière le batiment  -  Emile Bernard (rue)
kml_307;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>151</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Bernard (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>derri";-1.66535898382806;48.1379262950244;;3.4;5;derrière le bâtiment n° 10  -  Emile Bernard (rue)
kml_308;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>323</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Bernard (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>n° 12";-1.66525286345996;48.1380411361299;;3.5;5;n° 12  -  Emile Bernard (rue)
kml_309;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>517</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Bernard (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.66519906904085;48.1393894135918;;2.9;5;au n° 18  derrière le batiment  -  Emile Bernard (rue)
kml_31;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>503</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Puits Jacob (rue du)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n";-1.68488886919966;48.0975844083149;;1.8;4.3;au n° 40  -  Puits Jacob (rue du)
kml_310;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>540</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Bernard (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.6655589160142;48.1402125188229;;2.3;5;au n° 34  derrière le batiment  -  Emile Bernard (rue)
kml_311;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>961</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Emile Bernard (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>sur l";-1.66716500635426;48.136797326281;;4;7;sur le parking près du n° 1 (angle NE du parking)  -  Emile Bernard (rue)
kml_312;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>526</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Europe (square de l')</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>fac";-1.65701285108643;48.1268205138923;;3.3;6;face au n° 3  -  Europe (square de l')
kml_313;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>618</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Europe (square de l')</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au ";-1.6566045013672;48.1269145748556;;1.9;5;au n°11  -  Europe (square de l')
kml_314;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>144</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Gast (rue du)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au droit du";-1.66082554689309;48.1320588863174;;1.8;3.5;au droit du n° 3  -  Gast (rue du)
kml_315;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>614</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Général George S. Patton (avenue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE<";-1.66265661714224;48.1308998363398;;1.9;5.4;au n° 227  -  Général George S. Patton (avenue)
kml_316;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>116</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Général George S. Patton (avenue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE<";-1.66132016845934;48.1329943690829;;1.9;7;au droit du n° 261  -  Général George S. Patton (avenue)
kml_317;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>107</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Général Paris de Bollardière (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRE";-1.67153626028657;48.1290822632392;;3.4;4.5;face au n° 52  -  Général Paris de Bollardière (square)
